,County,YYYYWW,Population,Pop Density
4559,Yunlin,2017_42,690751.7325110813,535.0749842341287
4560,Yunlin,2017_43,690661.9999999998,535.0
4561,Yunlin,2017_44,690589.7386601471,534.9499929891252
4562,Yunlin,2017_45,690517.4848807234,534.8999906524583
4563,Yunlin,2017_46,690445.2386609381,534.8499929895621
4564,Yunlin,2017_47,690373.0000000001,534.7999999999998
4565,Yunlin,2017_48,690244.9643864442,534.699971939888
4566,Yunlin,2017_49,690116.9525181946,534.5999625888502
4567,Yunlin,2017_50,689988.9643908476,534.499971943387
4568,Yunlin,2017_51,689861.0,534.4
4569,Yunlin,2017_52,689733.05934125,534.300046755191
4570,Yunlin,2018_01,689761.4784661335,534.3249842060926
4571,Yunlin,2018_02,689661.9712895587,534.2499789424423
4572,Yunlin,2018_03,689562.4784682046,534.1749842075709
4573,Yunlin,2018_04,689463.0000000001,534.1000000000001
4574,Yunlin,2018_05,689371.7318790824,534.0249841972184
4575,Yunlin,2018_06,689280.4758398427,533.949978930611
4576,Yunlin,2018_07,689189.2318806816,533.8749841986981
4577,Yunlin,2018_08,689098.0,533.8
4578,Yunlin,2018_09,689074.2487720733,533.8
4579,Yunlin,2018_10,689050.4983627832,533.8
4580,Yunlin,2018_11,689026.7487721016,533.8
4581,Yunlin,2018_12,689003.0,533.8
4582,Yunlin,2018_13,688979.2520464504,533.8
4583,Yunlin,2018_14,688947.4932928542,533.7499929733611
4584,Yunlin,2018_15,688891.9910573789,533.6999906314408
4585,Yunlin,2018_16,688836.4932932144,533.6499929738
4586,Yunlin,2018_17,688780.9999999999,533.5999999999999
4587,Yunlin,2018_18,688764.999442463,533.5749982428739
4588,Yunlin,2018_19,688748.9992566231,533.5499976572017
4589,Yunlin,2018_20,688732.9994424717,533.5249982429287
4590,Yunlin,2018_21,688716.9999999999,533.5
4591,Yunlin,2018_22,688677.4966013787,533.4749982425445
4592,Yunlin,2018_23,688637.9954685916,533.4499976567627
4593,Yunlin,2018_24,688598.4966015086,533.4249982425995
4594,Yunlin,2018_25,688558.9999999999,533.4000000000001
4595,Yunlin,2018_26,688519.5056639354,533.3750029289096
4596,Yunlin,2018_27,688439.4688784064,533.2999718662072
4597,Yunlin,2018_28,688319.9585069432,533.1999624906214
4598,Yunlin,2018_29,688200.4688820083,533.0999718697246
4599,Yunlin,2018_30,688081.0000000001,533.0000000000001
4600,Yunlin,2018_31,687972.2242088668,532.9249841645941
4601,Yunlin,2018_32,687863.4656136347,532.849978887116
4602,Yunlin,2018_33,687754.7242115851,532.7749841660798
4603,Yunlin,2018_34,687646.0,532.6999999999999
4604,Yunlin,2018_35,687533.2222587749,532.6249841556731
4605,Yunlin,2018_36,687420.4630137221,532.5499788752225
4606,Yunlin,2018_37,687307.7222618081,532.4749841571605
4607,Yunlin,2018_38,687195.0,532.3999999999999
4608,Yunlin,2018_39,687082.2962252654,532.3250264022532
4609,Yunlin,2018_40,687064.712952504,532.2999718133407
4610,Yunlin,2018_41,686934.4506064607,532.1999624201416
4611,Yunlin,2018_42,686804.2129571869,532.0999718168714
4612,Yunlin,2018_43,686674.0000000001,532.0000000000001
4613,Yunlin,2018_44,686510.9419293749,531.87495592038
4614,Yunlin,2018_45,686347.9225786291,531.7499412317786
4615,Yunlin,2018_46,686184.9419385683,531.6249559272874
4616,Yunlin,2018_47,686021.9999999999,531.5
4617,Yunlin,2018_48,685854.9389855169,531.3499364586226
4618,Yunlin,2018_49,685687.9186539602,531.1999152861379
4619,Yunlin,2018_50,685520.9389954229,531.0499364705834
4620,Yunlin,2018_51,685354.0,530.9000000000001
4621,Yunlin,2018_52,685187.1016577894,530.7501058624323
4622,Yunlin,2019_01,685205.2015481604,530.7999717336673
4623,Yunlin,2019_02,685056.4354022229,530.6999623139237
4624,Yunlin,2019_03,684907.7015551735,530.599971737218
4625,Yunlin,2019_04,684759.0,530.5
4626,Yunlin,2019_05,684629.4632476809,530.3999717123451
4627,Yunlin,2019_06,684499.9509999981,530.2999622854975
4628,Yunlin,2019_07,684370.4632523161,530.199971715901
4629,Yunlin,2019_08,684240.9999999999,530.1000000000001
4630,Yunlin,2019_09,684155.2338758273,530.0249840779352
4631,Yunlin,2019_10,684069.4785020013,529.9499787715818
4632,Yunlin,2019_11,683983.7338771747,529.8749840794374
4633,Yunlin,2019_12,683898.0,529.7999999999998
4634,Yunlin,2019_13,683812.2768691302,529.7250265317675
4635,Yunlin,2019_14,683820.7369078376,529.7499929202983
4636,Yunlin,2019_15,683743.4825444408,529.6999905606947
4637,Yunlin,2019_16,683666.2369088237,529.6499929207438
4638,Yunlin,2019_17,683589.0000000001,529.6000000000001
4639,Yunlin,2019_18,683627.4967479247,529.6249982299911
4640,Yunlin,2019_19,683665.9956638182,529.6499976399509
4641,Yunlin,2019_20,683704.4967478026,529.6749982299355
4642,Yunlin,2019_21,683742.9999999999,529.7000000000002
4643,Yunlin,2019_22,683781.5054205323,529.7250029502009
4644,Chiayi county,2012_01,537488.9460612244,282.62497013538416
4645,Chiayi county,2012_02,537349.9280878337,282.5499601840354
4646,Chiayi county,2012_03,537210.9460705256,282.4749701406686
4647,Chiayi county,2012_04,537072.0000000001,282.4
4648,Chiayi county,2012_05,536897.1646461713,282.32497010363863
4649,Chiayi county,2012_06,536722.386207246,282.24996014171546
4650,Chiayi county,2012_07,536547.6646646961,282.17497010893425
4651,Chiayi county,2012_08,536373.0000000001,282.09999999999997
4652,Chiayi county,2012_09,536240.9512447156,282.0249700718256
4653,Chiayi county,2012_10,536108.9349982892,281.94996009930554
4654,Chiayi county,2012_11,535976.9512527179,281.8749700771324
4655,Chiayi county,2012_12,535844.9999999999,281.79999999999995
4656,Chiayi county,2012_13,535713.0812321361,281.72504986260344
4657,Chiayi county,2012_14,535721.957626436,281.7249700399447
4658,Chiayi county,2012_15,535598.9435062397,281.6499600568053
4659,Chiayi county,2012_16,535475.957632923,281.5749700452629
4660,Chiayi county,2012_17,535353.0000000001,281.50000000000006
4661,Chiayi county,2012_18,535275.9833820192,281.4749966689367
4662,Chiayi county,2012_19,535198.9778437548,281.44999555871374
4663,Chiayi county,2012_20,535121.9833836129,281.4249966691339
4664,Chiayi county,2012_21,535044.9999999999,281.3999999999999
4665,Chiayi county,2012_22,534955.2274087693,281.3499866682463
4666,Chiayi county,2012_23,534865.4698800438,281.29998222538154
4667,Chiayi county,2012_24,534775.7274112963,281.24998666982594
4668,Chiayi county,2012_25,534686.0000000001,281.19999999999993
4669,Chiayi county,2012_26,534596.2876436285,281.1500222143243
4670,Chiayi county,2012_27,534611.2343196216,281.1499866587603
4671,Chiayi county,2012_28,534536.4790938032,281.09998221273514
4672,Chiayi county,2012_29,534461.7343210833,281.04998666034226
4673,Chiayi county,2012_30,534386.9999999999,281.0
4674,Chiayi county,2012_31,534334.74233509,280.9749966630083
4675,Chiayi county,2012_32,534282.4897804532,280.9499955508097
4676,Chiayi county,2012_33,534230.2423355897,280.92499666320623
4677,Chiayi county,2012_34,534178.0000000001,280.8999999999999
4678,Chiayi county,2012_35,534129.7434612996,280.8749966618201
4679,Chiayi county,2012_36,534081.4912819953,280.8499955492255
4680,Chiayi county,2012_37,534033.2434616934,280.8249966620182
4681,Chiayi county,2012_38,533985.0000000001,280.8
4682,Chiayi county,2012_39,533936.7608965215,280.77500556297286
4683,Chiayi county,2012_40,533971.9995252406,280.8
4684,Chiayi county,2012_41,533958.9993669926,280.8
4685,Chiayi county,2012_42,533945.9995252483,280.8
4686,Chiayi county,2012_43,533933.0,280.8
4687,Chiayi county,2012_44,533880.4922549762,280.7749966606311
4688,Chiayi county,2012_45,533827.9896736401,280.7499955476402
4689,Chiayi county,2012_46,533775.4922554839,280.72499666082933
4690,Chiayi county,2012_47,533722.9999999999,280.7
4691,Chiayi county,2012_48,533643.2321191493,280.6499866349862
4692,Chiayi county,2012_49,533563.4761600535,280.59998218104005
4693,Chiayi county,2012_50,533483.7321209309,280.5499866365738
4694,Chiayi county,2012_51,533404.0,280.5
4695,Chiayi county,2012_52,533324.2797954795,280.4500222697315
4696,Chiayi county,2013_01,533329.4843869015,280.4499866254528
4697,Chiayi county,2013_02,533254.9791835047,280.39998216833044
4698,Chiayi county,2013_03,533180.4843883556,280.3499866270427
4699,Chiayi county,2013_04,533106.0000000001,280.30000000000007
4700,Chiayi county,2013_05,532964.6938275703,280.224969879516
4701,Chiayi county,2013_06,532823.4251100452,280.1499598429384
4702,Chiayi county,2013_07,532682.1938374969,280.07496988489135
4703,Chiayi county,2013_08,532541.0000000001,280.00000000000006
4704,Chiayi county,2013_09,532392.9382633033,279.92496984722385
4705,Chiayi county,2013_10,532244.9176920339,279.8499597998899
4706,Chiayi county,2013_11,532096.9382747469,279.7749698526107
4707,Chiayi county,2013_12,531949.0000000001,279.70000000000005
4708,Chiayi county,2013_13,531801.1028563547,279.6250502366733
4709,Chiayi county,2013_14,531834.7131742672,279.64998658718287
4710,Chiayi county,2013_15,531720.4509025395,279.5999821173099
4711,Chiayi county,2013_16,531606.2131795419,279.54998658878185
4712,Chiayi county,2013_17,531491.9999999999,279.5
4713,Chiayi county,2013_18,531375.461676199,279.4249697932495
4714,Chiayi county,2013_19,531258.9489053338,279.34995972793695
4715,Chiayi county,2013_20,531142.4616818014,279.27496979865555
4716,Chiayi county,2013_21,531026.0000000001,279.2
4717,Chiayi county,2013_22,530948.9832465638,279.1749966414903
4718,Chiayi county,2013_23,530871.9776631651,279.1499955221207
4719,Chiayi county,2013_24,530794.9832481837,279.1249966416908
4720,Chiayi county,2013_25,530718.0000000001,279.1000000000001
4721,Chiayi county,2013_26,530641.0279169944,279.075005596848
4722,Chiayi county,2013_27,530629.7279795891,279.0499865583364
4723,Chiayi county,2013_28,530541.47064108,278.99998207885244
4724,Chiayi county,2013_29,530453.2279820308,278.9499865599422
4725,Chiayi county,2013_30,530365.0,278.9
4726,Chiayi county,2013_31,530274.72695465,278.8499865486933
4727,Chiayi county,2013_32,530184.4692746102,278.7999820659966
4728,Chiayi county,2013_33,530094.2269572652,278.74998655030146
4729,Chiayi county,2013_34,530004.0000000001,278.7
4730,Chiayi county,2013_35,529913.7884002005,278.6500224134845
4731,Chiayi county,2013_36,529940.4885848665,278.6749966354637
4732,Chiayi county,2013_37,529876.98478043,278.64999551408573
4733,Chiayi county,2013_38,529813.4885857784,278.62499663566496
4734,Chiayi county,2013_39,529750.0,278.6
4735,Chiayi county,2013_40,529704.4941368618,278.5749966342558
4736,Chiayi county,2013_41,529658.9921827061,278.5499955124753
4737,Chiayi county,2013_42,529613.4941371975,278.5249966344571
4738,Chiayi county,2013_43,529567.9999999999,278.49999999999994
4739,Chiayi county,2013_44,529483.2296478098,278.44998652936556
4740,Chiayi county,2013_45,529398.4728651944,278.3999820402293
4741,Chiayi county,2013_46,529313.7296499817,278.3499865309783
4742,Chiayi county,2013_47,529229.0,278.3
4743,Chiayi county,2013_48,529144.2839130777,278.250022445682
4744,Chiayi county,2013_49,529127.9710743036,278.2499865196809
4745,Chiayi county,2013_50,529026.9614348591,278.19998202731796
4746,Chiayi county,2013_51,528925.9710779849,278.14998652129594
4747,Chiayi county,2013_52,528824.9999999999,278.1000000000001
4748,Chiayi county,2014_01,528655.6686867868,277.9999460172677
4749,Chiayi county,2014_02,528486.3915939558,277.89992803165677
4750,Chiayi county,2014_03,528317.1687041455,277.79994603021623
4751,Chiayi county,2014_04,528148.0,277.69999999999993
4752,Chiayi county,2014_05,528041.2176200426,277.649986490543
4753,Chiayi county,2014_06,527934.4568296333,277.59998198847205
4754,Chiayi county,2014_07,527827.7176244071,277.54998649216503
4755,Chiayi county,2014_08,527720.9999999999,277.5
4756,Chiayi county,2014_09,527658.2388047226,277.47499662091127
4757,Chiayi county,2014_10,527595.4850735551,277.44999549468366
4758,Chiayi county,2014_11,527532.7388056101,277.4249966211142
4759,Chiayi county,2014_12,527470.0,277.3999999999999
4760,Chiayi county,2014_13,527407.268655837,277.37500563113787
4761,Chiayi county,2014_14,527401.4866523053,277.3499864759267
4762,Chiayi county,2014_15,527332.9822038444,277.29998196898606
4763,Chiayi county,2014_16,527264.4866534612,277.2499864775523
4764,Chiayi county,2014_17,527196.0,277.2
4765,Chiayi county,2014_18,527130.9879753947,277.1749966172535
4766,Chiayi county,2014_19,527065.983967852,277.14999548980694
4767,Chiayi county,2014_20,527000.9879763833,277.12499661745693
4768,Chiayi county,2014_21,526936.0,277.1
4769,Chiayi county,2014_22,526871.0200377138,277.07500563723283
4770,Chiayi county,2014_23,526885.7428104423,277.0749966160325
4771,Chiayi county,2014_24,526835.4904142279,277.04999548817904
4772,Chiayi county,2014_25,526785.2428108995,277.024996616236
4773,Chiayi county,2014_26,526735.0000000001,277.0
4774,Chiayi county,2014_27,526668.487402907,276.9499864563891
4775,Chiayi county,2014_28,526601.983204583,276.89998194293906
4776,Chiayi county,2014_29,526535.4874039675,276.8499864580194
4777,Chiayi county,2014_30,526468.9999999999,276.79999999999995
4778,Chiayi county,2014_31,526358.7153512212,276.74998644659917
4779,Chiayi county,2014_32,526248.4538048544,276.6999819298874
4780,Chiayi county,2014_33,526138.2153560602,276.6499864482318
4781,Chiayi county,2014_34,526028.0,276.59999999999997
4782,Chiayi county,2014_35,525917.8077318363,276.55002258355967
4783,Chiayi county,2014_36,525964.7385889575,276.57499660991414
4784,Chiayi county,2014_37,525901.4847858866,276.5499954800217
4785,Chiayi county,2014_38,525838.2385898724,276.5249966101185
4786,Chiayi county,2014_39,525775.0000000001,276.50000000000006
4787,Chiayi county,2014_40,525725.9931486219,276.4749966086878
4788,Chiayi county,2014_41,525676.9908651129,276.44999547838665
4789,Chiayi county,2014_42,525627.9931490476,276.4249966088922
4790,Chiayi county,2014_43,525579.0000000001,276.4
4791,Chiayi county,2014_44,525379.886878977,276.2999456849659
4792,Chiayi county,2014_45,525180.8491910192,276.1999275886943
4793,Chiayi county,2014_46,524981.886907549,276.0999456980744
4794,Chiayi county,2014_47,524782.9999999999,276.0
4795,Chiayi county,2014_48,524584.1884398161,275.9000904813697
4796,Chiayi county,2014_49,524656.2040535159,275.92496940994977
4797,Chiayi county,2014_50,524529.4387429557,275.8499592169627
4798,Chiayi county,2014_51,524402.7040609171,275.77496941549396
4799,Chiayi county,2014_52,524276.00000000006,275.7
4800,Chiayi county,2014_53,524165.71520621725,275.6499863925003
4801,Chiayi county,2015_01,524055.4536115429,275.5999818577643
4802,Chiayi county,2015_02,523945.2152110968,275.54998639414606
4803,Chiayi county,2015_03,523834.99999999994,275.5
4804,Chiayi county,2015_04,523724.8079733743,275.450022673681
4805,Chiayi county,2015_05,523666.6688791419,275.3999455073798
4806,Chiayi county,2015_06,523498.39185044303,275.2999273519701
4807,Chiayi county,2015_07,523330.16889652127,275.1999455205741
4808,Chiayi county,2015_08,523162.0,275.1
4809,Chiayi county,2015_09,523018.190714384,275.0249693098096
4810,Chiayi county,2015_10,522874.42095975584,274.9499590834667
4811,Chiayi county,2015_11,522730.69072524895,274.8749693153901
4812,Chiayi county,2015_12,522586.99999999994,274.8
4813,Chiayi county,2015_13,522456.4510889671,274.7249692762836
4814,Chiayi county,2015_14,522325.93479072046,274.64995903877355
4815,Chiayi county,2015_15,522195.4510971131,274.57496928187635
4816,Chiayi county,2015_16,522064.99999999994,274.49999999999994
4817,Chiayi county,2015_17,521946.459632349,274.44998633298866
4818,Chiayi county,2015_18,521827.94618053944,274.39998177842506
4819,Chiayi county,2015_19,521709.45963845984,274.3499863346488
4820,Chiayi county,2015_20,521590.99999999994,274.3
4821,Chiayi county,2015_21,521472.56725905114,274.2500227728189
4822,Chiayi county,2015_22,521489.7205050269,274.24998632301947
4823,Chiayi county,2015_23,521388.4606759148,274.19998176513434
4824,Chiayi county,2015_24,521287.22050884506,274.14998632468206
4825,Chiayi county,2015_25,521185.99999999994,274.1000000000001
4826,Chiayi county,2015_26,521116.9862933638,274.0499863130357
4827,Chiayi county,2015_27,521047.9817252917,273.99998175182424
4828,Chiayi county,2015_28,520978.98629457376,273.94998631470065
4829,Chiayi county,2015_29,520909.9999999999,273.90000000000003
4830,Chiayi county,2015_30,520849.989630739,273.8749965764888
4831,Chiayi county,2015_31,520789.98617484956,273.8499954354573
4832,Chiayi county,2015_32,520729.9896315353,273.8249965766971
4833,Chiayi county,2015_33,520670.0,273.79999999999995
4834,Chiayi county,2015_34,520610.01727944723,273.77500570515747
4835,Chiayi county,2015_35,520608.48910069885,273.77499657523816
4836,Chiayi county,2015_36,520546.98546817084,273.7499954337899
4837,Chiayi county,2015_37,520485.48910155735,273.72499657544665
4838,Chiayi county,2015_38,520424.00000000006,273.69999999999993
4839,Chiayi county,2015_39,520347.73323659855,273.64998629302426
4840,Chiayi county,2015_40,520271.47764988994,273.5999817251456
4841,Chiayi county,2015_41,520195.23323823634,273.5499862946941
4842,Chiayi county,2015_42,520118.9999999999,273.50000000000006
4843,Chiayi county,2015_43,520042.7779335433,273.450022839394
4844,Chiayi county,2015_44,520048.9858641792,273.4749965714808
4845,Chiayi county,2015_45,519978.9811530847,273.44999542878037
4846,Chiayi county,2015_46,519908.9858654478,273.42499657168975
4847,Chiayi county,2015_47,519838.99999999994,273.4
4848,Chiayi county,2015_48,519749.7270060873,273.3499862779772
4849,Chiayi county,2015_49,519660.4693432048,273.2999817050854
4850,Chiayi county,2015_50,519571.22700871987,273.2499862796508
4851,Chiayi county,2015_51,519481.9999999999,273.20000000000005
4852,Chiayi county,2015_52,519372.71551923983,273.12496909623434
4853,Chiayi county,2016_01,519263.4540288773,273.0499587987517
4854,Chiayi county,2016_02,519154.21552407584,272.9749691018928
4855,Chiayi county,2016_03,519045.0,272.8999999999999
4856,Chiayi county,2016_04,518935.80745181517,272.82505148741706
4857,Chiayi county,2016_05,518910.4476889408,272.8499862528254
4858,Chiayi county,2016_06,518775.93025794864,272.79998167155367
4859,Chiayi county,2016_07,518641.44769798155,272.749986254505
4860,Chiayi county,2016_08,518506.99999999994,272.70000000000005
4861,Chiayi county,2016_09,518386.70814552443,272.62496903953536
4862,Chiayi county,2016_10,518266.4441983486,272.5499587231669
4863,Chiayi county,2016_11,518146.20815199806,272.47496904521466
4864,Chiayi county,2016_12,518025.99999999994,272.40000000000003
4865,Chiayi county,2016_13,517943.9805227404,272.3499862275811
4866,Chiayi county,2016_14,517861.9740316912,272.2999816378987
4867,Chiayi county,2016_15,517779.98052479635,272.24998622926694
4868,Chiayi county,2016_16,517698.00000000006,272.2
4869,Chiayi county,2016_17,517616.0324552468,272.1500229484125
4870,Chiayi county,2016_18,517608.2266514769,272.1499862174574
4871,Chiayi county,2016_19,517518.4688704355,272.0999816244022
4872,Chiayi county,2016_20,517428.7266541762,272.04998621914575
4873,Chiayi county,2016_21,517338.99999999994,272.00000000000006
4874,Chiayi county,2016_22,517310.2476031102,272.0
4875,Chiayi county,2016_23,517281.49680420617,272.0
4876,Chiayi county,2016_24,517252.747603199,272.0
4877,Chiayi county,2016_25,517223.9999999999,272.0
4878,Chiayi county,2016_26,517146.73268745356,271.9499862073189
4879,Chiayi county,2016_27,517069.47691775433,271.89998161088573
4880,Chiayi county,2016_28,516992.23268917785,271.84998620900967
4881,Chiayi county,2016_29,516915.0000000001,271.8
4882,Chiayi county,2016_30,516837.7788484972,271.7500229821664
4883,Chiayi county,2016_31,516818.97324513015,271.74998619716536
4884,Chiayi county,2016_32,516722.96432904934,271.6999815973494
4885,Chiayi county,2016_33,516626.97324844374,271.64998619885864
4886,Chiayi county,2016_34,516530.99999999994,271.6
4887,Chiayi county,2016_35,516452.73221240996,271.5749965474912
4888,Chiayi county,2016_36,516374.4762844112,271.54999539679613
4889,Chiayi county,2016_37,516296.23221420683,271.52499654770304
4890,Chiayi county,2016_38,516217.99999999994,271.5
4891,Chiayi county,2016_39,516122.2233483749,271.44998618190704
4892,Chiayi county,2016_40,516026.4644666977,271.39998157700745
4893,Chiayi county,2016_41,515930.7233516716,271.3499861836041
4894,Chiayi county,2016_42,515835.0000000001,271.29999999999995
4895,Chiayi county,2016_43,515739.29440838756,271.2500230244986
4896,Chiayi county,2016_44,515706.2017688123,271.2249688796657
4897,Chiayi county,2016_45,515577.4356971026,271.1499585100466
4898,Chiayi county,2016_46,515448.70177684113,271.07496888540373
4899,Chiayi county,2016_47,515320.00000000006,270.99999999999994
4900,Chiayi county,2016_48,515242.9827357719,270.94998615640145
4901,Chiayi county,2016_49,515165.9769821761,270.8999815430042
4902,Chiayi county,2016_50,515088.9827374921,270.84998615810474
4903,Chiayi county,2016_51,515011.9999999999,270.79999999999995
4904,Chiayi county,2016_52,514935.0287679797,270.75002306698707
4905,Chiayi county,2017_01,514938.23415314424,270.7749965372895
4906,Chiayi county,2017_02,514864.4788718678,270.7499953831948
4907,Chiayi county,2017_03,514790.73415465746,270.72499653750265
4908,Chiayi county,2017_04,514717.0,270.69999999999993
4909,Chiayi county,2017_05,514571.18805204856,270.6249688106436
4910,Chiayi county,2017_06,514425.4174105319,270.5499584180341
4911,Chiayi county,2017_07,514279.6880637484,270.47496881640717
4912,Chiayi county,2017_08,514133.9999999999,270.4
4913,Chiayi county,2017_09,514043.47609490267,270.3499861256701
4914,Chiayi county,2017_10,513952.96812840767,270.29998150203414
4915,Chiayi county,2017_11,513862.47609770874,270.249986127381
4916,Chiayi county,2017_12,513772.00000000006,270.2
4917,Chiayi county,2017_13,513677.2237779765,270.149986115396
4918,Chiayi county,2017_14,513582.465039452,270.099981488337
4919,Chiayi county,2017_15,513487.7237812014,270.0499861171094
4920,Chiayi county,2017_16,513392.99999999994,270.0
4921,Chiayi county,2017_17,513298.2936926237,269.9500231352958
4922,Chiayi county,2017_18,513315.23233166547,269.9499861051067
4923,Chiayi county,2017_19,513237.47644341015,269.89998147461955
4924,Chiayi county,2017_20,513159.73233344976,269.84998610682266
4925,Chiayi county,2017_21,513081.99999999994,269.79999999999995
4926,Chiayi county,2017_22,513009.48462823575,269.7749965244524
4927,Chiayi county,2017_23,512936.9795052799,269.74999536607965
4928,Chiayi county,2017_24,512864.48462968407,269.7249965246671
4929,Chiayi county,2017_25,512792.0,269.7
4930,Chiayi county,2017_26,512730.98911244766,269.649986089644
4931,Chiayi county,2017_27,512669.9854838393,269.5999814540053
4932,Chiayi county,2017_28,512608.9891133112,269.5499860913638
4933,Chiayi county,2017_29,512547.99999999994,269.5
4934,Chiayi county,2017_30,512487.018143042,269.4500231781945
4935,Chiayi county,2017_31,512426.95712868805,269.4499860793165
4936,Chiayi county,2017_32,512305.9428427509,269.3999814402369
4937,Chiayi county,2017_33,512184.9571354379,269.3499860810388
4938,Chiayi county,2017_34,512063.9999999999,269.29999999999995
4939,Chiayi county,2017_35,511997.23694425443,269.2499860689736
4940,Chiayi county,2017_36,511930.4825930958,269.1999814264481
4941,Chiayi county,2017_37,511863.73694538925,269.1499860706985
4942,Chiayi county,2017_38,511796.99999999994,269.1
4943,Chiayi county,2017_39,511730.2717557933,269.05002321262833
4944,Chiayi county,2017_40,511727.7359404888,269.0749965154096
4945,Chiayi county,2017_41,511658.4812548308,269.0499953540234
4946,Chiayi county,2017_42,511589.2359417574,269.0249965156255
4947,Chiayi county,2017_43,511520.00000000006,269.0
4948,Chiayi county,2017_44,511435.47905359475,268.9499860534304
4949,Chiayi county,2017_45,511350.97207299806,268.8999814057264
4950,Chiayi county,2017_46,511266.47905590216,268.84998605515915
4951,Chiayi county,2017_47,511182.00000000006,268.8
4952,Chiayi county,2017_48,511087.97406072635,268.749986043049
4953,Chiayi county,2017_49,510993.9654164225,268.69998139188624
4954,Chiayi county,2017_50,510899.9740639073,268.6499860447803
4955,Chiayi county,2017_51,510806.00000000006,268.6
4956,Chiayi county,2017_52,510712.0432215207,268.55002325581455
4957,Chiayi county,2018_01,510728.982583154,268.5499860326521
4958,Chiayi county,2018_02,510651.9767787059,268.49998137802544
4959,Chiayi county,2018_03,510574.9825849047,268.449986034386
4960,Chiayi county,2018_04,510497.99999999994,268.40000000000003
4961,Chiayi county,2018_05,510377.9576651526,268.34998602223965
4962,Chiayi county,2018_06,510257.94355796167,268.29998136414395
4963,Chiayi county,2018_07,510137.9576717895,268.24998602397613
4964,Chiayi county,2018_08,510018.0,268.2
4965,Chiayi county,2018_09,509932.72861723026,268.14998601181173
4966,Chiayi county,2018_10,509847.4714912294,268.09998135024176
4967,Chiayi county,2018_11,509762.2286196137,268.0499860135508
4968,Chiayi county,2018_12,509676.99999999994,267.99999999999994
4969,Chiayi county,2018_13,509591.7856300053,267.95002330785064
4970,Chiayi county,2018_14,509597.7315093418,267.9499860013683
4971,Chiayi county,2018_15,509518.4753470673,267.8999813363189
4972,Chiayi county,2018_16,509439.2315112591,267.84998600310996
4973,Chiayi county,2018_17,509360.00000000006,267.8
4974,Chiayi county,2018_18,509310.2427095962,267.7749964984904
4975,Chiayi county,2018_19,509260.49027977814,267.74999533146587
4976,Chiayi county,2018_20,509210.742710071,267.7249964987083
4977,Chiayi county,2018_21,509161.0,267.69999999999993
4978,Chiayi county,2018_22,509052.96562057117,267.64998598567377
4979,Chiayi county,2018_23,508944.9541640039,267.5999813153955
4980,Chiayi county,2018_24,508836.9656254345,267.54998598741935
4981,Chiayi county,2018_25,508729.00000000006,267.5
4982,Chiayi county,2018_26,508621.05728283897,267.45002335139236
4983,Chiayi county,2018_27,508639.7265037236,267.4499859751912
4984,Chiayi county,2018_28,508550.4686734641,267.39998130142044
4985,Chiayi county,2018_29,508461.2265064724,267.3499859769394
4986,Chiayi county,2018_30,508371.99999999994,267.3
4987,Chiayi county,2018_31,508288.4794198245,267.27499649193925
4988,Chiayi county,2018_32,508204.9725612687,267.2499953227315
4989,Chiayi county,2018_33,508121.4794220786,267.22499649215797
4990,Chiayi county,2018_34,508037.9999999999,267.19999999999993
4991,Chiayi county,2018_35,507973.487713076,267.1499859594379
4992,Chiayi county,2018_36,507908.9836181282,267.09998128041866
4993,Chiayi county,2018_37,507844.48771411617,267.04998596119
4994,Chiayi county,2018_38,507780.0,267.0
4995,Chiayi county,2018_39,507715.52047473955,266.950023395097
4996,Chiayi county,2018_40,507700.4813229355,266.97499648799675
4997,Chiayi county,2018_41,507620.97509854735,266.94999531747516
4998,Chiayi county,2018_42,507541.4813248854,266.924996488216
4999,Chiayi county,2018_43,507462.0,266.9
5000,Chiayi county,2018_44,507363.47130825586,266.8249683662924
5001,Chiayi county,2018_45,507264.9617468173,266.7499578256761
5002,Chiayi county,2018_46,507166.47131196986,266.6749683722214
5003,Chiayi county,2018_47,507068.0,266.6
5004,Chiayi county,2018_48,506940.70207136706,266.5499859278249
5005,Chiayi county,2018_49,506813.43610050436,266.4999812382733
5006,Chiayi county,2018_50,506686.20207938895,266.44998592958484
5007,Chiayi county,2018_51,506559.0,266.3999999999999
5008,Chiayi county,2018_52,506431.8298543185,266.35002344775893
5009,Chiayi county,2019_01,506470.72692895634,266.34998591725554
5010,Chiayi county,2019_02,506382.46924039547,266.29998122418255
5011,Chiayi county,2019_03,506294.22693163675,266.2499859190182
5012,Chiayi county,2019_04,506206.0000000001,266.19999999999993
5013,Chiayi county,2019_05,506100.7171588055,266.14998590667034
5014,Chiayi county,2019_06,505995.45621477667,266.0999812100708
5015,Chiayi county,2019_07,505890.2171633593,266.0499859084357
5016,Chiayi county,2019_08,505784.99999999994,266.00000000000006
5017,Chiayi county,2019_09,505690.72364415653,265.9499858960692
5018,Chiayi county,2019_10,505596.4648610589,265.89998119593764
5019,Chiayi county,2019_11,505502.2236474317,265.8499858978372
5020,Chiayi county,2019_12,505408.0,265.8
5021,Chiayi county,2019_13,505313.7939154895,265.7500235006587
5022,Chiayi county,2019_14,505314.72418133094,265.74998588545213
5023,Chiayi county,2019_15,505221.46557722584,265.6999811817833
5024,Chiayi county,2019_16,505128.2241845077,265.6499858872227
