County,Year-Month,Population,Pop Indensity
Taitung,201701,220712,62.8
Taitung,201702,220632,62.8
Taitung,201703,220465,62.7
Taitung,201704,220244,62.7
Taitung,201705,220191,62.6
Taitung,201706,220083,62.6
Taitung,201707,219974,62.6
Taitung,201708,219879,62.5
Taitung,201709,219716,62.5
Taitung,201710,219686,62.5
Taitung,201711,219627,62.5
Taitung,201712,219540,62.5
Taitung,201801,219467,62.4
Taitung,201802,219436,62.4
Taitung,201803,219466,62.4
Taitung,201804,219628,62.5
Taitung,201805,219744,62.5
Taitung,201806,219643,62.5
Taitung,201807,219584,62.5
Taitung,201808,219489,62.4
Taitung,201809,219342,62.4
Taitung,201810,219268,62.4
Taitung,201811,219145,62.3
Taitung,201812,218919,62.3
Taitung,201901,218691,62.2
Taitung,201902,218513,62.2
Taitung,201903,218256,62.1
Taitung,201904,218119,62.0
Taitung,201905,217936,62.0
Hualien,201001,341026,73.7
Hualien,201002,340997,73.7
Hualien,201003,340794,73.6
Hualien,201004,340705,73.6
Hualien,201005,340423,73.5
Hualien,201006,339671,73.4
Hualien,201007,339659,73.4
Hualien,201008,339546,73.4
Hualien,201009,339295,73.3
Hualien,201010,339092,73.3
Hualien,201011,338961,73.2
Hualien,201012,338805,73.2
Hualien,201101,338634,73.2
Hualien,201102,338481,73.1
Hualien,201103,338276,73.1
Hualien,201104,338048,73.0
Hualien,201105,337758,73.0
Hualien,201106,337557,72.9
Hualien,201107,337382,72.9
Hualien,201108,337193,72.9
Hualien,201109,336978,72.8
Hualien,201110,336885,72.8
Hualien,201111,336836,72.8
Hualien,201112,336838,72.8
Hualien,201201,336733,72.8
Hualien,201202,336621,72.7
Hualien,201203,336485,72.7
Hualien,201204,336318,72.7
Hualien,201205,336076,72.6
Hualien,201206,336020,72.6
Hualien,201207,335794,72.5
Hualien,201208,335522,72.5
Hualien,201209,335331,72.4
Hualien,201210,335288,72.4
Hualien,201211,335223,72.4
Hualien,201212,335190,72.4
Hualien,201301,334989,72.4
Hualien,201302,334991,72.4
Hualien,201303,334872,72.3
Hualien,201304,334712,72.3
Hualien,201305,334513,72.3
Hualien,201306,334468,72.3
Hualien,201307,334302,72.2
Hualien,201308,334128,72.2
Hualien,201309,334039,72.2
Hualien,201310,334014,72.2
Hualien,201311,333961,72.2
Hualien,201312,333897,72.1
Hualien,201401,333823,72.1
Hualien,201402,333653,72.1
Hualien,201403,333639,72.1
Hualien,201404,333694,72.1
Hualien,201405,333668,72.1
Hualien,201406,333630,72.1
Hualien,201407,333707,72.1
Hualien,201408,333733,72.1
Hualien,201409,333531,72.1
Hualien,201410,333413,72.0
Hualien,201411,333484,72.0
Hualien,201412,333392,72.0
Hualien,201501,333240,72.0
Hualien,201502,333070,72.0
Hualien,201503,332837,71.9
Hualien,201504,332674,71.9
Hualien,201505,332472,71.8
Hualien,201506,332424,71.8
Hualien,201507,332242,71.8
Hualien,201508,332091,71.7
Hualien,201509,332026,71.7
Hualien,201510,332063,71.7
Hualien,201511,332033,71.7
Hualien,201512,331945,71.7
Hualien,201601,331845,71.7
Hualien,201602,331801,71.7
Hualien,201603,331633,71.6
Hualien,201604,331498,71.6
Hualien,201605,331379,71.6
Hualien,201606,331372,71.6
Hualien,201607,331323,71.6
Hualien,201608,331332,71.6
Hualien,201609,331223,71.6
Hualien,201610,331065,71.5
Hualien,201611,330930,71.5
Hualien,201612,330911,71.5
Hualien,201701,330810,71.5
Hualien,201702,330691,71.4
Hualien,201703,330484,71.4
Hualien,201704,330343,71.4
Hualien,201705,330139,71.3
Hualien,201706,329976,71.3
Hualien,201707,329845,71.3
Hualien,201708,329676,71.2
Hualien,201709,329531,71.2
Hualien,201710,329462,71.2
Hualien,201711,329374,71.2
Hualien,201712,329237,71.1
Hualien,201801,329016,71.1
Hualien,201802,328853,71.0
Hualien,201803,328695,71.0
Hualien,201804,328683,71.0
Hualien,201805,328721,71.0
Hualien,201806,328749,71.0
Hualien,201807,328709,71.0
Hualien,201808,328601,71.0
Hualien,201809,328444,71.0
Hualien,201810,328331,70.9
Hualien,201811,328264,70.9
Hualien,201812,327968,70.9
Hualien,201901,327788,70.8
Hualien,201902,327654,70.8
Hualien,201903,327513,70.8
Hualien,201904,327349,70.7
Hualien,201905,327080,70.7
Penghu,201001,96387,683.3
Penghu,201002,96426,683.6
Penghu,201003,96459,683.9
Penghu,201004,96455,683.8
Penghu,201005,96467,683.9
Penghu,201006,96388,683.4
Penghu,201007,96436,683.7
Penghu,201008,96490,684.1
Penghu,201009,96488,684.1
Penghu,201010,96711,685.6
Penghu,201011,96797,686.3
Penghu,201012,96918,687.1
Penghu,201101,96926,687.2
Penghu,201102,96854,686.7
Penghu,201103,96789,686.2
Penghu,201104,96676,685.4
Penghu,201105,96628,685.1
Penghu,201106,96597,684.8
Penghu,201107,96658,685.3
Penghu,201108,96642,685.2
Penghu,201109,96779,686.1
Penghu,201110,97007,687.7
Penghu,201111,97091,688.3
Penghu,201112,97157,688.8
Penghu,201201,97248,689.4
Penghu,201202,97268,689.6
Penghu,201203,97452,690.9
Penghu,201204,97612,692.0
Penghu,201205,97639,692.2
Penghu,201206,97724,692.8
Penghu,201207,97947,694.4
Penghu,201208,98017,694.9
Penghu,201209,98104,695.5
Penghu,201210,98612,699.1
Penghu,201211,98745,700.1
Penghu,201212,98843,700.8
Penghu,201301,98927,701.4
Penghu,201302,98919,701.3
Penghu,201303,99032,702.1
Penghu,201304,99117,702.7
Penghu,201305,99241,703.6
Penghu,201306,99276,703.8
Penghu,201307,99387,704.6
Penghu,201308,99462,705.1
Penghu,201309,99516,705.5
Penghu,201310,100090,709.6
Penghu,201311,100233,710.6
Penghu,201312,100400,711.8
Penghu,201401,100585,713.1
Penghu,201402,100609,713.3
Penghu,201403,100812,714.7
Penghu,201404,100994,716.0
Penghu,201405,101156,717.2
Penghu,201406,101112,716.8
Penghu,201407,101176,717.3
Penghu,201408,101110,716.8
Penghu,201409,101482,719.5
Penghu,201410,101548,719.9
Penghu,201411,101636,720.6
Penghu,201412,101758,721.4
Penghu,201501,101803,721.7
Penghu,201502,101850,722.1
Penghu,201503,101856,722.1
Penghu,201504,101842,722.0
Penghu,201505,101838,722.0
Penghu,201506,101753,721.4
Penghu,201507,101777,721.6
Penghu,201508,101734,721.3
Penghu,201509,102204,724.6
Penghu,201510,102279,725.1
Penghu,201511,102317,725.4
Penghu,201512,102304,725.3
Penghu,201601,102355,725.7
Penghu,201602,102336,725.5
Penghu,201603,102332,725.5
Penghu,201604,102369,725.8
Penghu,201605,102396,725.9
Penghu,201606,102329,725.5
Penghu,201607,102357,725.7
Penghu,201608,102406,726.0
Penghu,201609,102880,729.4
Penghu,201610,102992,730.2
Penghu,201611,103104,731.0
Penghu,201612,103263,732.1
Penghu,201701,103303,732.4
Penghu,201702,103281,732.2
Penghu,201703,103343,732.7
Penghu,201704,103385,733.0
Penghu,201705,103434,733.3
Penghu,201706,103406,733.1
Penghu,201707,103419,733.2
Penghu,201708,103412,733.1
Penghu,201709,103843,736.2
Penghu,201710,103956,737.0
Penghu,201711,104005,737.4
Penghu,201712,104073,737.8
Penghu,201801,104105,738.1
Penghu,201802,104087,737.9
Penghu,201803,104086,737.9
Penghu,201804,104121,738.2
Penghu,201805,104107,738.1
Penghu,201806,104013,737.4
Penghu,201807,104041,737.6
Penghu,201808,103976,737.1
Penghu,201809,104392,740.1
Penghu,201810,104400,740.2
Penghu,201811,104441,740.4
Penghu,201812,104440,740.4
Penghu,201901,104511,740.9
Penghu,201902,104533,741.1
Penghu,201903,104574,741.4
Penghu,201904,104683,742.2
Penghu,201905,104751,742.6
Keelung,201001,388136,2924.9
Keelung,201002,388017,2924.0
Keelung,201003,387624,2921.1
Keelung,201004,387207,2917.9
Keelung,201005,386757,2914.5
Keelung,201006,385869,2907.8
Keelung,201007,385532,2905.3
Keelung,201008,385388,2904.2
Keelung,201009,384954,2900.9
Keelung,201010,384590,2898.2
Keelung,201011,384296,2896.0
Keelung,201012,384134,2894.8
Keelung,201101,383680,2891.3
Keelung,201102,383352,2888.9
Keelung,201103,382865,2885.2
Keelung,201104,382551,2882.8
Keelung,201105,382136,2879.7
Keelung,201106,381770,2876.9
Keelung,201107,381321,2873.6
Keelung,201108,381056,2871.6
Keelung,201109,380647,2868.5
Keelung,201110,380501,2867.4
Keelung,201111,380281,2865.7
Keelung,201112,379927,2863.1
Keelung,201201,379742,2861.7
Keelung,201202,379416,2859.2
Keelung,201203,379021,2856.2
Keelung,201204,378886,2855.2
Keelung,201205,378522,2852.5
Keelung,201206,378301,2850.8
Keelung,201207,378032,2848.8
Keelung,201208,377744,2846.6
Keelung,201209,377537,2845.0
Keelung,201210,377309,2843.3
Keelung,201211,377259,2842.9
Keelung,201212,377153,2842.1
Keelung,201301,377021,2841.2
Keelung,201302,376856,2839.9
Keelung,201303,376659,2838.4
Keelung,201304,376564,2837.7
Keelung,201305,376372,2836.3
Keelung,201306,376082,2834.1
Keelung,201307,375834,2832.2
Keelung,201308,375755,2831.6
Keelung,201309,375413,2829.0
Keelung,201310,375204,2827.5
Keelung,201311,375063,2826.4
Keelung,201312,374914,2825.3
Keelung,201401,374799,2824.4
Keelung,201402,374658,2823.3
Keelung,201403,374428,2821.6
Keelung,201404,374269,2820.4
Keelung,201405,373998,2818.4
Keelung,201406,373786,2816.8
Keelung,201407,373702,2816.1
Keelung,201408,373721,2816.3
Keelung,201409,373597,2815.4
Keelung,201410,373463,2814.3
Keelung,201411,373340,2813.4
Keelung,201412,373077,2811.4
Keelung,201501,373011,2810.9
Keelung,201502,372956,2810.5
Keelung,201503,372969,2810.6
Keelung,201504,372985,2810.7
Keelung,201505,372791,2809.3
Keelung,201506,372787,2809.2
Keelung,201507,372620,2808.0
Keelung,201508,372604,2807.9
Keelung,201509,372511,2807.2
Keelung,201510,372355,2806.0
Keelung,201511,372226,2805.0
Keelung,201512,372105,2804.1
Keelung,201601,372019,2803.5
Keelung,201602,371914,2802.7
Keelung,201603,371882,2802.4
Keelung,201604,372037,2803.6
Keelung,201605,371878,2802.4
Keelung,201606,371837,2802.1
Keelung,201607,371901,2802.6
Keelung,201608,371986,2803.2
Keelung,201609,372019,2803.5
Keelung,201610,372048,2803.7
Keelung,201611,372062,2803.8
Keelung,201612,372100,2804.1
Keelung,201701,372044,2803.6
Keelung,201702,372049,2803.7
Keelung,201703,371973,2803.1
Keelung,201704,372086,2804.0
Keelung,201705,371981,2803.2
Keelung,201706,371876,2802.4
Keelung,201707,371853,2802.2
Keelung,201708,371819,2802.0
Keelung,201709,371758,2801.5
Keelung,201710,371669,2800.8
Keelung,201711,371560,2800.0
Keelung,201712,371458,2799.2
Keelung,201801,371317,2798.2
Keelung,201802,371204,2797.3
Keelung,201803,371119,2796.7
Keelung,201804,371099,2796.5
Keelung,201805,370944,2795.4
Keelung,201806,370795,2794.2
Keelung,201807,370612,2792.9
Keelung,201808,370461,2791.7
Keelung,201809,370368,2791.0
Keelung,201810,370269,2790.3
Keelung,201811,370206,2789.8
Keelung,201812,370155,2789.4
Keelung,201901,369987,2788.1
Keelung,201902,369916,2787.6
Keelung,201903,369848,2787.1
Keelung,201904,369820,2786.9
Keelung,201905,369613,2785.3
Hsinchu,201001,411981,288.6
Hsinchu,201002,412233,288.8
Hsinchu,201003,412850,289.2
Hsinchu,201004,413317,289.5
Hsinchu,201005,413384,289.6
Hsinchu,201006,412893,289.2
Hsinchu,201007,413482,289.6
Hsinchu,201008,414004,290.0
Hsinchu,201009,414323,290.2
Hsinchu,201010,414682,290.5
Hsinchu,201011,415004,290.7
Hsinchu,201012,415344,290.9
Hsinchu,201101,415557,291.1
Hsinchu,201102,415797,291.3
Hsinchu,201103,416191,291.5
Hsinchu,201104,416426,291.7
Hsinchu,201105,416962,292.1
Hsinchu,201106,417335,292.3
Hsinchu,201107,417554,292.5
Hsinchu,201108,417966,292.8
Hsinchu,201109,418534,293.2
Hsinchu,201110,418927,293.5
Hsinchu,201111,419384,293.8
Hsinchu,201112,420052,294.2
Hsinchu,201201,420342,294.4
Hsinchu,201202,420588,294.6
Hsinchu,201203,421041,294.9
Hsinchu,201204,421432,295.2
Hsinchu,201205,422013,295.6
Hsinchu,201206,422554,296.0
Hsinchu,201207,422883,296.2
Hsinchu,201208,423318,296.5
Hsinchu,201209,423692,296.8
Hsinchu,201210,424099,297.1
Hsinchu,201211,424533,297.4
Hsinchu,201212,425071,297.8
Hsinchu,201301,425450,298.0
Hsinchu,201302,425702,298.2
Hsinchu,201303,426145,298.5
Hsinchu,201304,426464,298.7
Hsinchu,201305,426856,299.0
Hsinchu,201306,427050,299.1
Hsinchu,201307,427137,299.2
Hsinchu,201308,427265,299.3
Hsinchu,201309,427561,299.5
Hsinchu,201310,427850,299.7
Hsinchu,201311,428080,299.9
Hsinchu,201312,428483,300.1
Hsinchu,201401,428834,300.4
Hsinchu,201402,429018,300.5
Hsinchu,201403,429212,300.7
Hsinchu,201404,429420,300.8
Hsinchu,201405,429654,301.0
Hsinchu,201406,430041,301.2
Hsinchu,201407,430295,301.4
Hsinchu,201408,430644,301.7
Hsinchu,201409,431029,301.9
Hsinchu,201410,431336,302.1
Hsinchu,201411,431601,302.3
Hsinchu,201412,431988,302.6
Hsinchu,201501,432259,302.8
Hsinchu,201502,432366,302.9
Hsinchu,201503,432456,302.9
Hsinchu,201504,432559,303.0
Hsinchu,201505,432692,303.1
Hsinchu,201506,432860,303.2
Hsinchu,201507,432966,303.3
Hsinchu,201508,433091,303.4
Hsinchu,201509,433348,303.6
Hsinchu,201510,433581,303.7
Hsinchu,201511,433774,303.9
Hsinchu,201512,434060,304.1
Hsinchu,201601,434258,304.2
Hsinchu,201602,434279,304.2
Hsinchu,201603,434492,304.4
Hsinchu,201604,434674,304.5
Hsinchu,201605,434955,304.7
Hsinchu,201606,435238,304.9
Hsinchu,201607,435488,305.1
Hsinchu,201608,435805,305.3
Hsinchu,201609,436220,305.6
Hsinchu,201610,436490,305.8
Hsinchu,201611,436877,306.0
Hsinchu,201612,437337,306.3
Hsinchu,201701,437753,306.6
Hsinchu,201702,438018,306.8
Hsinchu,201703,438322,307.0
Hsinchu,201704,438524,307.2
Hsinchu,201705,438863,307.4
Hsinchu,201706,439299,307.7
Hsinchu,201707,439435,307.8
Hsinchu,201708,439747,308.0
Hsinchu,201709,440098,308.3
Hsinchu,201710,440409,308.5
Hsinchu,201711,440717,308.7
Hsinchu,201712,441132,309.0
Hsinchu,201801,441639,309.4
Hsinchu,201802,441817,309.5
Hsinchu,201803,442315,309.8
Hsinchu,201804,442570,310.0
Hsinchu,201805,443038,310.3
Hsinchu,201806,443351,310.6
Hsinchu,201807,443581,310.7
Hsinchu,201808,443969,311.0
Hsinchu,201809,444406,311.3
Hsinchu,201810,444775,311.6
Hsinchu,201811,445107,311.8
Hsinchu,201812,445635,312.2
Hsinchu,201901,445990,312.4
Hsinchu,201902,446210,312.6
Hsinchu,201903,446567,312.8
Hsinchu,201904,446701,312.9
Hsinchu,201905,447081,313.2
Chiayi city,201001,273778,4560.7
Chiayi city,201002,273691,4559.2
Chiayi city,201003,273717,4559.7
Chiayi city,201004,273639,4558.4
Chiayi city,201005,273444,4555.1
Chiayi city,201006,272882,4545.8
Chiayi city,201007,272833,4544.9
Chiayi city,201008,272782,4544.1
Chiayi city,201009,272711,4542.9
Chiayi city,201010,272523,4539.8
Chiayi city,201011,272422,4538.1
Chiayi city,201012,272390,4537.6
Chiayi city,201101,272320,4536.4
Chiayi city,201102,272234,4535.0
Chiayi city,201103,272181,4534.1
Chiayi city,201104,272218,4534.7
Chiayi city,201105,272176,4534.0
Chiayi city,201106,272128,4533.2
Chiayi city,201107,271994,4531.0
Chiayi city,201108,271960,4530.4
Chiayi city,201109,271758,4527.0
Chiayi city,201110,271644,4525.1
Chiayi city,201111,271594,4524.3
Chiayi city,201112,271526,4523.2
Chiayi city,201201,271524,4523.1
Chiayi city,201202,271549,4523.6
Chiayi city,201203,271464,4522.1
Chiayi city,201204,271595,4524.3
Chiayi city,201205,271695,4526.0
Chiayi city,201206,271689,4525.9
Chiayi city,201207,271588,4524.2
Chiayi city,201208,271399,4521.1
Chiayi city,201209,271339,4520.1
Chiayi city,201210,271288,4519.2
Chiayi city,201211,271283,4519.1
Chiayi city,201212,271220,4518.1
Chiayi city,201301,271256,4518.7
Chiayi city,201302,271195,4517.7
Chiayi city,201303,271240,4518.4
Chiayi city,201304,271338,4520.0
Chiayi city,201305,271312,4519.6
Chiayi city,201306,271291,4519.3
Chiayi city,201307,271223,4518.1
Chiayi city,201308,271260,4518.7
Chiayi city,201309,271106,4516.2
Chiayi city,201310,270969,4513.9
Chiayi city,201311,270934,4513.3
Chiayi city,201312,270872,4512.3
Chiayi city,201401,270941,4513.4
Chiayi city,201402,271072,4515.6
Chiayi city,201403,271103,4516.1
Chiayi city,201404,271063,4515.5
Chiayi city,201405,270983,4514.1
Chiayi city,201406,270841,4511.8
Chiayi city,201407,270818,4511.4
Chiayi city,201408,270885,4512.5
Chiayi city,201409,270826,4511.5
Chiayi city,201410,270779,4510.7
Chiayi city,201411,270858,4512.0
Chiayi city,201412,270883,4512.5
Chiayi city,201501,270925,4513.2
Chiayi city,201502,270875,4512.3
Chiayi city,201503,270867,4512.2
Chiayi city,201504,271009,4514.6
Chiayi city,201505,270958,4513.7
Chiayi city,201506,270896,4512.7
Chiayi city,201507,270732,4509.9
Chiayi city,201508,270656,4508.7
Chiayi city,201509,270473,4505.6
Chiayi city,201510,270396,4504.3
Chiayi city,201511,270415,4504.7
Chiayi city,201512,270366,4503.8
Chiayi city,201601,270273,4502.3
Chiayi city,201602,270297,4502.7
Chiayi city,201603,270264,4502.1
Chiayi city,201604,270463,4505.5
Chiayi city,201605,270295,4502.7
Chiayi city,201606,270254,4502.0
Chiayi city,201607,270125,4499.8
Chiayi city,201608,269992,4497.6
Chiayi city,201609,269890,4495.9
Chiayi city,201610,269804,4494.5
Chiayi city,201611,269815,4494.7
Chiayi city,201612,269874,4495.7
Chiayi city,201701,269879,4495.7
Chiayi city,201702,269828,4494.9
Chiayi city,201703,269938,4496.7
Chiayi city,201704,269949,4496.9
Chiayi city,201705,269793,4494.3
Chiayi city,201706,269717,4493.0
Chiayi city,201707,269608,4491.2
Chiayi city,201708,269427,4488.2
Chiayi city,201709,269338,4486.7
Chiayi city,201710,269364,4487.2
Chiayi city,201711,269338,4486.7
Chiayi city,201712,269398,4487.7
Chiayi city,201801,269345,4486.8
Chiayi city,201802,269327,4486.5
Chiayi city,201803,269307,4486.2
Chiayi city,201804,269239,4485.1
Chiayi city,201805,269091,4482.6
Chiayi city,201806,268951,4480.3
Chiayi city,201807,268973,4480.6
Chiayi city,201808,268809,4477.9
Chiayi city,201809,268699,4476.1
Chiayi city,201810,268741,4476.8
Chiayi city,201811,268697,4476.0
Chiayi city,201812,268622,4474.8
Chiayi city,201901,268579,4474.1
Chiayi city,201902,268543,4473.5
Chiayi city,201903,268502,4472.8
Chiayi city,201904,268474,4472.3
Chiayi city,201905,268514,4473.0
Kinmen,201001,94205,615.3
Kinmen,201002,94474,617.1
Kinmen,201003,94701,618.6
Kinmen,201004,94911,619.9
Kinmen,201005,95038,620.8
Kinmen,201006,95145,621.5
Kinmen,201007,95409,623.2
Kinmen,201008,95783,625.6
Kinmen,201009,96091,627.6
Kinmen,201010,96622,631.1
Kinmen,201011,96981,633.4
Kinmen,201012,97364,636.0
Kinmen,201101,97733,638.4
Kinmen,201102,97969,639.9
Kinmen,201103,98186,641.3
Kinmen,201104,98641,644.3
Kinmen,201105,99278,648.5
Kinmen,201106,99691,651.1
Kinmen,201107,100248,654.8
Kinmen,201108,101094,660.3
Kinmen,201109,102064,666.6
Kinmen,201110,102827,671.6
Kinmen,201111,103340,675.0
Kinmen,201112,103883,678.5
Kinmen,201201,104538,682.8
Kinmen,201202,105434,688.7
Kinmen,201203,106358,694.7
Kinmen,201204,107198,700.2
Kinmen,201205,107646,703.1
Kinmen,201206,108147,706.4
Kinmen,201207,108963,711.7
Kinmen,201208,109728,716.7
Kinmen,201209,110851,724.0
Kinmen,201210,111775,730.1
Kinmen,201211,112444,734.4
Kinmen,201212,113111,738.8
Kinmen,201301,113755,743.0
Kinmen,201302,114191,745.9
Kinmen,201303,114867,750.3
Kinmen,201304,115601,755.1
Kinmen,201305,116168,758.8
Kinmen,201306,116570,761.4
Kinmen,201307,117229,765.7
Kinmen,201308,117845,769.7
Kinmen,201309,118924,776.8
Kinmen,201310,119534,780.8
Kinmen,201311,120037,784.0
Kinmen,201312,120713,788.5
Kinmen,201401,121261,792.0
Kinmen,201402,121749,795.2
Kinmen,201403,122296,798.8
Kinmen,201404,122956,803.1
Kinmen,201405,123512,806.7
Kinmen,201406,123947,809.6
Kinmen,201407,124616,814.0
Kinmen,201408,125089,817.0
Kinmen,201409,126156,824.0
Kinmen,201410,126562,826.7
Kinmen,201411,126964,829.3
Kinmen,201412,127723,834.2
Kinmen,201501,128187,837.3
Kinmen,201502,128477,839.2
Kinmen,201503,128924,842.1
Kinmen,201504,129423,845.3
Kinmen,201505,129639,846.8
Kinmen,201506,129831,848.0
Kinmen,201507,130461,852.1
Kinmen,201508,131099,856.3
Kinmen,201509,131905,861.6
Kinmen,201510,132269,863.9
Kinmen,201511,132532,865.7
Kinmen,201512,132799,867.4
Kinmen,201601,132995,868.7
Kinmen,201602,132960,868.5
Kinmen,201603,132998,868.7
Kinmen,201604,133086,869.3
Kinmen,201605,133150,869.7
Kinmen,201606,133185,869.9
Kinmen,201607,133448,871.6
Kinmen,201608,133656,873.0
Kinmen,201609,134419,878.0
Kinmen,201610,134687,879.7
Kinmen,201611,134858,880.8
Kinmen,201612,135114,882.5
Kinmen,201701,135223,883.2
Kinmen,201702,135235,883.3
Kinmen,201703,135342,884.0
Kinmen,201704,135440,884.7
Kinmen,201705,135535,885.3
Kinmen,201706,135563,885.5
Kinmen,201707,135816,887.1
Kinmen,201708,136004,888.3
Kinmen,201709,136812,893.6
Kinmen,201710,137042,895.1
Kinmen,201711,137255,896.5
Kinmen,201712,137456,897.8
Kinmen,201801,137577,898.6
Kinmen,201802,137625,898.9
Kinmen,201803,137642,899.0
Kinmen,201804,137730,899.6
Kinmen,201805,137860,900.5
Kinmen,201806,137837,900.3
Kinmen,201807,137952,901.1
Kinmen,201808,138026,901.5
Kinmen,201809,138724,906.1
Kinmen,201810,138845,906.9
Kinmen,201811,138963,907.7
Kinmen,201812,139273,909.7
Kinmen,201901,139484,911.1
Kinmen,201902,139426,910.7
Kinmen,201903,139387,910.4
Kinmen,201904,139464,910.9
Kinmen,201905,139440,910.8
Lienchang,201001,10002,337.8
Lienchang,201002,10044,339.3
Lienchang,201003,10016,338.3
Lienchang,201004,10010,338.1
Lienchang,201005,9985,337.3
Lienchang,201006,9929,335.4
Lienchang,201007,9926,335.3
Lienchang,201008,9949,336.1
Lienchang,201009,9957,336.3
Lienchang,201010,9931,335.4
Lienchang,201011,9944,335.9
Lienchang,201012,9944,335.9
Lienchang,201101,9959,336.4
Lienchang,201102,9937,335.6
Lienchang,201103,9970,336.8
Lienchang,201104,9991,337.5
Lienchang,201105,9991,337.5
Lienchang,201106,10010,338.1
Lienchang,201107,9991,337.5
Lienchang,201108,10010,338.1
Lienchang,201109,10058,339.7
Lienchang,201110,10084,340.6
Lienchang,201111,10104,341.3
Lienchang,201112,10106,341.4
Lienchang,201201,10133,342.3
Lienchang,201202,10135,342.3
Lienchang,201203,10131,342.2
Lienchang,201204,10125,342.0
Lienchang,201205,10172,343.6
Lienchang,201206,10253,346.3
Lienchang,201207,10624,358.9
Lienchang,201208,10794,364.6
Lienchang,201209,10937,369.4
Lienchang,201210,11058,373.5
Lienchang,201211,11196,378.2
Lienchang,201212,11310,382.0
Lienchang,201301,11417,385.6
Lienchang,201302,11512,388.8
Lienchang,201303,11595,391.7
Lienchang,201304,11637,393.1
Lienchang,201305,11702,395.3
Lienchang,201306,11771,397.6
Lienchang,201307,11869,400.9
Lienchang,201308,11955,403.8
Lienchang,201309,12041,406.7
Lienchang,201310,12079,408.0
Lienchang,201311,12111,409.1
Lienchang,201312,12165,410.9
Lienchang,201401,12195,411.9
Lienchang,201402,12228,413.0
Lienchang,201403,12311,415.8
Lienchang,201404,12342,416.9
Lienchang,201405,12365,417.7
Lienchang,201406,12426,419.7
Lienchang,201407,12461,420.9
Lienchang,201408,12438,420.1
Lienchang,201409,12481,421.6
Lienchang,201410,12512,422.6
Lienchang,201411,12528,423.2
Lienchang,201412,12506,422.4
Lienchang,201501,12538,423.5
Lienchang,201502,12534,423.4
Lienchang,201503,12504,422.4
Lienchang,201504,12485,421.7
Lienchang,201505,12476,421.4
Lienchang,201506,12496,422.1
Lienchang,201507,12506,422.4
Lienchang,201508,12524,423.0
Lienchang,201509,12545,423.7
Lienchang,201510,12547,423.8
Lienchang,201511,12546,423.8
Lienchang,201512,12547,423.8
Lienchang,201601,12533,423.3
Lienchang,201602,12523,423.0
Lienchang,201603,12530,423.2
Lienchang,201604,12522,423.0
Lienchang,201605,12518,422.8
Lienchang,201606,12536,423.4
Lienchang,201607,12531,423.3
Lienchang,201608,12550,423.9
Lienchang,201609,12586,425.1
Lienchang,201610,12598,425.5
Lienchang,201611,12608,425.9
Lienchang,201612,12595,425.4
Lienchang,201701,12649,427.3
Lienchang,201702,12650,427.3
Lienchang,201703,12678,428.2
Lienchang,201704,12687,428.5
Lienchang,201705,12696,428.8
Lienchang,201706,12716,429.5
Lienchang,201707,12727,429.9
Lienchang,201708,12756,430.9
Lienchang,201709,12766,431.2
Lienchang,201710,12823,433.1
Lienchang,201711,12841,433.7
Lienchang,201712,12880,435.1
Lienchang,201801,12906,435.9
Lienchang,201802,12902,435.8
Lienchang,201803,12923,436.5
Lienchang,201804,12958,437.7
Lienchang,201805,13003,439.2
Lienchang,201806,13044,440.6
Lienchang,201807,13076,441.7
Lienchang,201808,13074,441.6
Lienchang,201809,13058,441.1
Lienchang,201810,13062,441.2
Lienchang,201811,13042,440.5
Lienchang,201812,13056,441.0
Lienchang,201901,13079,441.8
Lienchang,201902,13073,441.6
Lienchang,201903,13053,440.9
Lienchang,201904,13056,441.0
Lienchang,201905,13095,442.3
